,Year,Month,Date,Hour,Minute,Second,Region,Lat,Lon,Depth(m),Mag,Mag_type
261,2020,2,29,20,5,26.9,NORTHEASTERN INDIA,26.4904,92.1052,45390,4.2,mb
262,2020,2,28,18,12,56.6,MYANMAR-CHINA BORDER REGION,21.1315,101.8877,18240,4,mb
263,2020,2,25,6,16,20.9,BANGLADESH,24.5467,90.1767,10000,4,mb
264,2020,2,15,8,12,18.5,MYANMAR-INDIA BORDER REGION,22.5718,93.5958,47140,4.2,mb
265,2020,2,12,19,17,55.1,"ANDAMAN ISLANDS, INDIA REGION",10.5177,94.0622,10000,4.3,mb
266,2020,2,11,17,52,42.3,MYANMAR,17.6453,94.317,10000,4.6,mb
267,2020,2,10,18,20,9.3,"ANDAMAN ISLANDS, INDIA REGION",13.1329,93.2938,39600,4.9,mb
268,2020,2,9,19,37,29.4,MYANMAR-INDIA BORDER REGION,23.05,94.8537,134310,4.2,mb
269,2020,2,9,19,10,46.7,MYANMAR,20.5392,93.8715,51000,4.6,mb
270,2020,2,9,8,48,50.6,"ANDAMAN ISLANDS, INDIA REGION",12.8396,92.6303,10000,4.4,mb
271,2020,2,8,12,47,1.9,NORTHEASTERN INDIA,26.3386,90.7847,10000,5,mb
272,2020,2,7,11,0,40.2,"ANDAMAN ISLANDS, INDIA REGION",11.1226,93.5748,130900,4.4,mb
273,2020,2,4,18,26,20.9,MYANMAR,21.7325,94.6242,90290,4.1,mb
274,2020,2,4,14,10,23.6,MYANMAR,19.7608,95.8596,10000,4.4,mb
275,2020,2,1,9,43,55.8,EASTERN XIZANG-INDIA BORDER REG.,28.9807,95.7207,10000,4.9,mb
276,2020,1,31,10,55,21.1,MYANMAR-CHINA BORDER REGION,24.7892,98.0194,10000,4.5,mb
277,2020,1,29,21,45,34.5,XIZANG,28.7675,91.7966,10000,4.5,mb
278,2020,1,29,15,10,53.2,"ANDAMAN ISLANDS, INDIA REGION",10.3105,93.7827,10000,5,mb
279,2020,1,29,13,43,5.7,MYANMAR-INDIA BORDER REGION,24.4383,94.9928,115320,4.3,mb
280,2020,1,27,7,10,39.7,INDIA-BANGLADESH BORDER REGION,24.7732,91.7364,10000,4.5,mb
281,2020,1,23,9,48,5.8,MYANMAR,20.4368,93.378,31810,4.9,Mww
282,2020,1,22,21,26,25.8,"YUNNAN, CHINA",23.3834,101.9842,10000,4,mb
283,2020,1,14,1,24,58.6,MYANMAR-INDIA BORDER REGION,23.6781,94.5148,94420,4.3,mb
284,2020,1,3,1,56,44.8,XIZANG,28.8329,91.973,10000,4.2,mb
285,2019,12,25,7,4,18.9,MYANMAR,23.6437,95.9931,10000,4.6,mb
286,2019,12,22,14,59,31.5,MYANMAR-INDIA BORDER REGION,23.6325,94.1432,10000,4.1,mb
287,2019,12,16,3,10,30.2,MYANMAR-INDIA BORDER REGION,24.0847,93.875,55370,4.4,mb
288,2019,12,15,3,53,33,MYANMAR,24.9171,95.0882,110850,4.4,mb
289,2019,12,10,16,2,54.8,"YUNNAN, CHINA",25.0212,99.3544,10000,4.5,mb
290,2019,12,7,3,25,6.7,MYANMAR,19.9237,94.3299,66450,4.1,mb
291,2019,12,2,1,12,44.5,MYANMAR-INDIA BORDER REGION,23.0905,93.6727,53480,4.6,mb
292,2019,11,29,17,50,18.5,"ANDAMAN ISLANDS, INDIA REGION",13.7191,93.4256,53310,4.9,mb
293,2019,11,28,23,50,28.9,LAOS,19.5855,101.0866,10000,4.5,mb
294,2019,11,28,14,39,15.4,MYANMAR,23.1379,96.0191,21640,5.2,Mww
295,2019,11,27,10,7,13.4,"ANDAMAN ISLANDS, INDIA REGION",14.2308,93.0511,10000,4.5,mb
296,2019,11,26,11,5,57.5,MYANMAR,19.241,94.9451,59760,5.4,Mww
297,2019,11,26,9,36,12.8,MYANMAR,19.2065,95.0277,78150,4.7,mb
298,2019,11,26,3,53,46.7,MYANMAR-INDIA BORDER REGION,24.155,94.3136,70190,4.5,mb
299,2019,11,25,6,58,40.6,LAOS,19.4339,101.0659,10000,4,mb
300,2019,11,24,17,2,35.4,"YUNNAN, CHINA",26.2667,100.1075,10000,4.4,mb
301,2019,11,23,22,43,46.4,MYANMAR,24.9318,96.3511,10000,4.1,mb
302,2019,11,21,14,11,9.8,NORTHEASTERN INDIA,26.1761,91.2295,48090,4.2,mb
303,2019,11,21,1,14,43,LAOS,19.3963,101.3651,10000,4.5,mb
304,2019,11,21,0,57,15.3,LAOS,19.2874,101.4205,10000,4.6,mb
305,2019,11,20,23,50,44,LAOS,19.4533,101.3558,10000,6.2,Mww
306,2019,11,20,21,19,24.4,LAOS,19.3945,101.3767,10000,4.5,mb
307,2019,11,20,21,3,57.8,LAOS,19.4452,101.2534,10000,5.7,Mww
308,2019,11,20,14,6,55.8,"ANDAMAN ISLANDS, INDIA REGION",10.9861,95.15,10000,4.6,mb
309,2019,11,18,20,14,19.8,"SICHUAN, CHINA",28.3132,100.7915,10000,4.6,mb
310,2019,11,17,23,5,55.7,"ANDAMAN ISLANDS, INDIA REGION",11.2863,92.9571,53390,5.1,mb
311,2019,11,13,13,10,54.9,NORTHEASTERN INDIA,26.1728,93.3051,51250,4.7,mb
312,2019,11,12,15,24,18.3,NEAR SOUTH COAST OF MYANMAR,16.7637,96.1838,10000,3.8,mb
313,2019,10,22,1,30,40.6,MYANMAR,19.2466,95.6925,10000,4.9,mb
314,2019,10,20,13,12,17.2,MYANMAR,25.2929,96.9871,10000,4.3,mb
315,2019,10,19,13,35,36.9,MYANMAR-INDIA BORDER REGION,22.5731,93.3104,45240,4.3,mb
316,2019,10,18,16,48,10.2,MYANMAR-INDIA BORDER REGION,23.1641,94.2177,76270,4.9,mb
317,2019,10,18,14,46,26.5,THAILAND,18.8969,99.2514,10000,3.8,ML
318,2019,10,16,18,45,43,MYANMAR-INDIA BORDER REGION,23.1646,94.2211,79560,4.4,mb
319,2019,10,12,6,50,56.1,"ANDAMAN ISLANDS, INDIA REGION",13.3676,93.5713,63940,4.4,mb
320,2019,10,7,12,35,46.5,BHUTAN,27.4049,91.3314,10000,4.7,mb
321,2019,10,3,6,24,43.4,MYANMAR-INDIA BORDER REGION,24.8673,94.101,59340,4.8,mb
322,2019,9,29,9,2,11.9,"ANDAMAN ISLANDS, INDIA REGION",10.9759,91.65,10000,4.7,mb
323,2019,9,26,19,31,59.6,"ANDAMAN ISLANDS, INDIA REGION",10.7932,91.6736,10000,4.2,mb
324,2019,9,26,19,15,33.2,"ANDAMAN ISLANDS, INDIA REGION",10.8407,91.6606,10000,4.7,mb
325,2019,9,23,9,36,25.7,EASTERN XIZANG-INDIA BORDER REG.,29.4378,95.1241,10000,4.3,mb
326,2019,9,22,2,31,24.6,MYANMAR-INDIA BORDER REGION,24.2531,93.6675,64230,4.5,mb
327,2019,9,16,18,49,44.1,"ANDAMAN ISLANDS, INDIA REGION",14.0514,93.5854,35000,4,mb
328,2019,9,11,15,40,17.2,"ANDAMAN ISLANDS, INDIA REGION",10.9512,91.8646,24990,4.6,mb
329,2019,9,10,20,18,44.6,NEAR SOUTH COAST OF MYANMAR,16.2305,95.0566,10000,4.6,mb
330,2019,9,6,10,9,48.8,MYANMAR,21.184,94.6497,98860,4.8,mb
331,2019,9,3,19,18,39.6,MYANMAR-INDIA BORDER REGION,25.0893,95.0376,87470,4.5,mb
332,2019,8,31,15,9,21.8,MYANMAR,22.7269,95.5099,10000,5.5,Mww
333,2019,8,28,13,40,6.1,"ANDAMAN ISLANDS, INDIA REGION",13.1,93.2394,47750,5,Mww
334,2019,8,26,2,49,16.7,MYANMAR,26.4642,96.1069,105630,4.7,mb
335,2019,8,18,6,28,34.7,MYANMAR-INDIA BORDER REGION,24.0196,93.858,63380,5,mb
336,2019,8,18,3,38,15.5,MYANMAR,18.4696,94.6056,54990,4.7,mb
337,2019,8,18,3,24,21.9,MYANMAR,18.4733,94.5394,26140,5.2,Mww
338,2019,8,5,9,43,3.3,MYANMAR,25.6958,96.6601,10000,4.7,mb
339,2019,8,4,1,26,14.6,"ANDAMAN ISLANDS, INDIA REGION",11.9126,95.0085,10000,5,mb
340,2019,8,4,0,10,32.3,MYANMAR-INDIA BORDER REGION,24.7977,94.315,48600,4,mb
341,2019,8,3,12,19,16.7,MYANMAR,25.2858,96.8919,10000,4.8,mb
342,2019,8,2,14,37,38.1,MYANMAR-INDIA BORDER REGION,23.6285,94.6485,94550,4.6,mb
343,2019,8,1,0,43,18.7,"ANDAMAN ISLANDS, INDIA REGION",14.1694,93.4565,10000,4.5,mb
344,2019,7,24,10,31,13.5,MYANMAR,24.8601,95.1097,120670,4,mb
345,2019,7,21,12,23,29.9,"YUNNAN, CHINA",26.2685,100.6661,10000,4.8,mb
346,2019,7,19,22,54,24.7,EASTERN XIZANG-INDIA BORDER REG.,27.7329,92.804,10000,4.9,Mww
347,2019,7,19,9,52,2.2,EASTERN XIZANG-INDIA BORDER REG.,27.7288,92.7725,10000,4.7,mb
348,2019,7,19,9,22,15.6,EASTERN XIZANG-INDIA BORDER REG.,27.7066,92.8088,16810,5.5,Mww
349,2019,7,17,16,55,35.3,"ANDAMAN ISLANDS, INDIA REGION",11.8542,94.8332,10000,4.9,mb
350,2019,7,13,15,8,59.2,MYANMAR-INDIA BORDER REGION,24.9048,94.6999,71280,4.3,mb
351,2019,7,5,4,46,31.3,BAY OF BENGAL,18.6186,92.8565,10000,4.7,mb
352,2019,7,5,2,11,51.3,BAY OF BENGAL,18.5189,92.7871,10000,4.8,mb
353,2019,7,2,0,8,32.9,NORTHEASTERN INDIA,27.7834,94.8947,10000,4.4,mb
354,2019,6,24,13,24,22.5,"YUNNAN, CHINA",25.0092,101.5906,10000,4.8,mb
355,2019,6,23,2,35,14.5,"ANDAMAN ISLANDS, INDIA REGION",10.0265,93.88,35000,4.3,mb
356,2019,6,21,16,42,25.1,MYANMAR-INDIA BORDER REGION,25.812,95.8922,132990,4.2,mb
357,2019,6,17,22,19,59.5,"ANDAMAN ISLANDS, INDIA REGION",12.1229,92.709,30000,4.9,mb
358,2019,6,15,6,23,19.7,BAY OF BENGAL,17.0952,93.9096,10000,4,mb
359,2019,6,4,13,27,34,MYANMAR-INDIA BORDER REGION,25.0414,94.8689,65320,4.6,mb
360,2019,5,29,1,54,23.8,MYANMAR-INDIA BORDER REGION,23.9515,94.7518,95690,4.5,mb
361,2019,5,24,23,19,53.4,"ANDAMAN ISLANDS, INDIA REGION",10.8163,91.6187,10000,4.7,mb
362,2019,5,24,21,23,35.1,"ANDAMAN ISLANDS, INDIA REGION",13.8738,92.9593,10000,5,mb
363,2019,5,24,20,44,37.4,"ANDAMAN ISLANDS, INDIA REGION",10.6348,91.4341,25680,4.2,mb
364,2019,5,22,12,55,53.7,MYANMAR-INDIA BORDER REGION,25.0456,95.2138,95780,4.4,mb
365,2019,5,22,0,39,34.9,"ANDAMAN ISLANDS, INDIA REGION",13.8855,92.9713,29000,5.6,Mww
366,2019,5,15,22,8,19.5,"YUNNAN, CHINA",24.4886,100.0363,10000,4,mb
367,2019,5,7,8,24,12.9,"ANDAMAN ISLANDS, INDIA REGION",10.7841,93.5461,78810,4.6,mb
368,2019,5,6,14,53,18.3,"ANDAMAN ISLANDS, INDIA REGION",12.5345,93.2991,86560,4.4,mb
369,2019,5,6,14,18,26.5,BAY OF BENGAL,19.7263,90.8861,10000,4.9,mb
370,2019,5,4,11,4,1.4,MYANMAR-INDIA BORDER REGION,26.2255,95.7193,89360,5.2,Mww
371,2019,4,29,17,39,44.5,MYANMAR-INDIA BORDER REGION,23.0333,94.8184,133050,4.7,mb
372,2019,4,27,16,47,56.2,MYANMAR,23.8569,95.6844,10000,4.4,mb
373,2019,4,27,6,27,3,NORTHEASTERN INDIA,26.4403,93.0258,43810,4.6,mb
374,2019,4,25,23,37,59.2,MYANMAR,23.5884,95.1868,35380,4.5,mb
375,2019,4,25,18,50,52.9,"ANDAMAN ISLANDS, INDIA REGION",10.9578,91.7043,10000,4.2,mb
376,2019,4,23,20,15,50.8,EASTERN XIZANG-INDIA BORDER REG.,28.414,94.5988,14000,5.9,Mww
377,2019,4,23,14,14,45,"ANDAMAN ISLANDS, INDIA REGION",10.2274,92.4997,35000,4.5,mb
378,2019,4,15,13,33,49.3,"ANDAMAN ISLANDS, INDIA REGION",12.4345,93.5064,105870,4.2,mb
379,2019,4,15,1,39,45.8,MYANMAR-INDIA BORDER REGION,22.7481,93.4162,56210,4.6,mb
380,2019,4,13,23,2,50.5,"ANDAMAN ISLANDS, INDIA REGION",14.069,93.1441,10000,4.5,mb
381,2019,4,12,11,23,0,"ANDAMAN ISLANDS, INDIA REGION",11.8499,92.8553,48740,4.7,mb
382,2019,4,12,1,56,59.7,"ANDAMAN ISLANDS, INDIA REGION",10.5622,93.7769,10000,4.2,mb
383,2019,4,8,1,54,52.3,"ANDAMAN ISLANDS, INDIA REGION",13.1345,95.4198,10000,5.1,Mww
384,2019,4,4,7,45,30.4,MYANMAR-INDIA BORDER REGION,25.4467,94.4235,61780,5.1,Mww
385,2019,3,28,3,8,13.5,"ANDAMAN ISLANDS, INDIA REGION",11.168,95.1437,10000,5.2,mb
386,2019,3,27,16,39,21.6,MYANMAR,18.9397,94.38,52790,4.3,mb
387,2019,3,26,13,52,12.9,MYANMAR,20.6982,93.4157,35000,4.7,mb
388,2019,3,25,20,4,47,MYANMAR-CHINA BORDER REGION,23.4028,98.4577,15590,4.6,mb
389,2019,3,25,12,41,25.5,MYANMAR-INDIA BORDER REGION,24.3073,93.5196,54910,4.6,mb
390,2019,3,25,4,56,41.5,MYANMAR,22.1287,94.167,86040,4.3,mb
391,2019,3,23,11,34,1.6,"ANDAMAN ISLANDS, INDIA REGION",13.9762,93.1001,10000,4.9,Mww
392,2019,3,23,11,29,27.1,"ANDAMAN ISLANDS, INDIA REGION",14.1145,93.0433,10000,5.2,Mww
393,2019,3,21,14,30,54.9,INDIA-BANGLADESH BORDER REGION,25.791,91.0486,10000,4.3,mb
394,2019,3,20,23,37,42.6,MYANMAR-INDIA BORDER REGION,22.8271,93.9612,37590,4.3,mb
395,2019,3,20,10,27,35.2,"ANDAMAN ISLANDS, INDIA REGION",11.9231,92.8488,56990,4.9,mb
396,2019,3,18,16,54,30.6,MYANMAR,21.9349,94.4682,99630,4.6,mb
397,2019,3,16,19,23,40.7,MYANMAR-INDIA BORDER REGION,24.0646,94.6842,96090,4,mb
398,2019,3,13,13,44,4.3,MYANMAR-INDIA BORDER REGION,23.0149,93.9436,79790,4.5,mb
399,2019,3,11,1,14,29,"ANDAMAN ISLANDS, INDIA REGION",11.8129,93.6513,115850,4.5,mb
400,2019,3,7,19,37,22.1,MYANMAR-CHINA BORDER REGION,23.9608,99.3999,10000,4.4,mb
401,2019,3,5,15,34,4.1,MYANMAR-CHINA BORDER REGION,26.5453,98.3488,10690,4.1,mb
402,2019,2,26,4,49,57.9,BANGLADESH,24.0617,90.2952,10000,3.4,mb
403,2019,2,24,17,12,11.4,"ANDAMAN ISLANDS, INDIA REGION",10.2536,93.7785,10000,4.3,mb
404,2019,2,20,9,5,42.3,THAILAND,19.1948,99.615,10000,4.6,mb
405,2019,2,17,8,22,55.8,MYANMAR,18.3005,94.8807,35000,4.1,mb
406,2019,2,17,2,58,32.5,INDIA-BANGLADESH BORDER REGION,22.4139,92.8472,10000,4.8,mb
407,2019,2,15,22,11,33.6,MYANMAR-INDIA BORDER REGION,25.5862,95.6268,48480,4.1,mb
408,2019,2,12,20,21,21.6,"ANDAMAN ISLANDS, INDIA REGION",13.4538,91.7532,10000,4.4,mb
409,2019,2,12,14,49,58.6,MYANMAR-CHINA BORDER REGION,22.8653,101.4423,10340,4.5,mb
410,2019,2,10,3,22,5.4,MYANMAR-INDIA BORDER REGION,27.3345,96.3645,10000,5,Mww
411,2019,2,7,8,49,37,MYANMAR,26.0047,96.8478,10000,4.3,mb
412,2019,2,6,16,21,25.1,MYANMAR-INDIA BORDER REGION,23.8991,94.3292,33810,4.4,mb
413,2019,2,3,17,20,45.4,MYANMAR-INDIA BORDER REGION,24.5236,93.8824,66280,4.5,mb
414,2019,2,2,17,32,35.3,MYANMAR-INDIA BORDER REGION,25.2277,95.2123,101160,4.1,mb
415,2019,2,1,21,26,10.2,"YUNNAN, CHINA",27.3105,100.8861,10000,4.3,mb
416,2019,1,30,23,12,59.5,MYANMAR-INDIA BORDER REGION,23.9792,94.4999,82030,4,mb
417,2019,1,28,3,52,40.4,MYANMAR,18.2723,96.0937,32830,4.5,mb
418,2019,1,27,23,45,56.8,MYANMAR-INDIA BORDER REGION,24.4032,94.0239,65340,4.7,mb
419,2019,1,27,4,49,20.5,MYANMAR-INDIA BORDER REGION,24.8046,94.3026,67970,4.7,mb
420,2019,1,25,17,7,8.5,MYANMAR-INDIA BORDER REGION,24.3098,93.8919,55870,4.6,mb
421,2019,1,16,21,39,35.5,MYANMAR,24.8046,96.3344,10000,4.7,mb
422,2019,1,14,10,54,50.9,MYANMAR-CHINA BORDER REGION,21.3373,101.7416,10000,4.6,mb
423,2019,1,8,0,49,28.4,"YUNNAN, CHINA",28.6268,99.2729,10000,4.1,mb
424,2019,1,7,17,15,44.4,"YUNNAN, CHINA",26.7955,99.4683,10000,4.5,mb
425,2019,1,6,14,46,34.8,"YUNNAN, CHINA",23.0787,101.0628,14950,4.4,mb
426,2018,12,31,13,33,11.7,MYANMAR,21.8261,93.5644,57570,4.2,mb
427,2018,12,30,15,39,19.8,THAILAND,14.8932,99.1007,10000,4.3,mb
428,2018,12,27,16,46,9.3,"ANDAMAN ISLANDS, INDIA REGION",12.8155,93.5007,75110,4.4,mb
429,2018,12,27,0,35,50.4,MYANMAR-INDIA BORDER REGION,23.3862,94.5614,90960,5,mb
430,2018,12,23,20,32,19.7,MYANMAR,26.4496,96.6002,115700,4.7,mb
431,2018,12,23,11,21,0.1,MYANMAR-INDIA BORDER REGION,27.4151,96.382,10000,4.3,mb
432,2018,12,13,15,39,45.2,XIZANG,29.6624,98.825,22780,4.7,mb
433,2018,12,13,15,32,55.4,XIZANG,29.7228,98.7619,34870,5,mb
434,2018,12,1,15,7,26.6,EASTERN XIZANG-INDIA BORDER REG.,28.0036,92.6174,10000,4.8,mb
435,2018,11,29,3,57,37.2,MYANMAR-INDIA BORDER REGION,23.5476,94.32,83340,4.5,mb
436,2018,11,28,10,17,7,MYANMAR-INDIA BORDER REGION,27.1986,96.9185,11000,5.4,Mww
437,2018,11,24,21,3,22.3,MYANMAR-INDIA BORDER REGION,27.3188,97.1847,10000,4.3,mb
438,2018,11,20,17,49,19.9,MYANMAR,20.2418,93.6524,44840,4.5,mb
439,2018,11,19,19,3,6.3,MYANMAR-INDIA BORDER REGION,23.3813,94.3227,10000,4.3,mb
440,2018,11,19,4,7,54,MYANMAR,21.5181,94.3974,77050,4.9,mb
441,2018,11,10,17,15,46.6,MYANMAR-INDIA BORDER REGION,23.9634,93.3951,51070,5.2,Mww
442,2018,11,6,22,50,42.4,MYANMAR-INDIA BORDER REGION,24.3266,94.3004,64400,4.2,mb
443,2018,11,5,19,48,36.2,MYANMAR,19.9145,95.4886,10000,4.6,mb
444,2018,10,27,9,16,44.2,MYANMAR,19.0776,95.6267,10000,4.9,mb
445,2018,10,26,20,49,52,MYANMAR,24.716,95.2351,115360,4.3,mb
446,2018,10,10,10,28,4.6,MYANMAR,19.0329,95.6084,10000,5.1,mb
447,2018,10,4,13,29,18.7,MYANMAR,19.4562,96.4059,50520,4.5,mb
448,2018,10,1,13,24,44.8,"ANDAMAN ISLANDS, INDIA REGION",12.9046,92.2347,25650,5.1,mb
449,2018,9,29,8,18,0.7,"ANDAMAN ISLANDS, INDIA REGION",10.4733,91.652,10000,4.1,mb
450,2018,9,25,20,51,4.8,MYANMAR-INDIA BORDER REGION,24.2458,93.913,57720,4.2,mb
451,2018,9,25,3,47,30.3,NORTHEASTERN INDIA,26.0845,90.9276,10000,4.3,mb
452,2018,9,12,4,50,46.7,NORTHEASTERN INDIA,26.374,90.1647,10000,5.3,Mww
453,2018,9,10,16,57,40.4,MYANMAR-INDIA BORDER REGION,23.1619,94.6759,100510,4.4,mb
454,2018,9,8,11,36,46.2,MYANMAR,19.0589,95.7362,10000,4.5,mb
455,2018,9,8,2,36,0,"YUNNAN, CHINA",23.2765,101.5399,10000,4.6,mb
456,2018,9,8,2,31,30.7,"YUNNAN, CHINA",23.3322,101.5775,8000,5.7,Mww
457,2018,9,1,19,19,46.6,MYANMAR,24.7558,95.3651,149330,4.6,mb
458,2018,8,24,12,18,7.8,"ANDAMAN ISLANDS, INDIA REGION",10.7666,91.6059,10000,4.5,mb
459,2018,8,24,10,49,27.3,"ANDAMAN ISLANDS, INDIA REGION",10.5721,91.7204,10000,5.5,mb
460,2018,8,18,12,3,49.5,MYANMAR-INDIA BORDER REGION,24.6758,94.7739,85000,4.5,mb
461,2018,8,17,19,4,19.8,INDIA-BANGLADESH BORDER REGION,25.6343,90.9167,10000,3.9,mb
462,2018,8,16,11,55,19.5,MYANMAR-INDIA BORDER REGION,24.005,94.7693,97440,4.7,mb
463,2018,8,16,6,50,11.9,NEAR SOUTH COAST OF MYANMAR,16.0979,96.5102,10000,4.3,mb
464,2018,8,13,16,7,11.4,"ANDAMAN ISLANDS, INDIA REGION",14.0665,93.2233,30480,4.9,mb
465,2018,8,11,10,4,15.1,NORTHEASTERN INDIA,26.7933,90.9506,10000,3.8,mb
466,2018,8,7,21,39,50.8,MYANMAR,24.005,96.1862,10000,4.4,mb
467,2018,7,30,21,23,29.3,XIZANG,29.405,90.3333,19780,4,mb
468,2018,7,28,0,49,16.4,MYANMAR,24.9529,95.2068,143190,4,mb
469,2018,7,17,14,42,22.1,"ANDAMAN ISLANDS, INDIA REGION",10.9238,91.8114,10000,4.6,mb
470,2018,7,13,12,7,58.8,MYANMAR,18.9645,94.8726,10000,4.7,mb
471,2018,7,10,7,36,30.9,"ANDAMAN ISLANDS, INDIA REGION",12.9343,93.4058,79640,4.5,mb
472,2018,7,4,20,34,52.1,"ANDAMAN ISLANDS, INDIA REGION",14.5383,96.4654,10420,5.1,Mww
473,2018,7,4,17,54,56.3,"ANDAMAN ISLANDS, INDIA REGION",11.353,93.0778,94870,4,mb
474,2018,7,4,11,8,16,NEAR SOUTH COAST OF MYANMAR,15.5507,94.3396,29610,4.5,mb
475,2018,7,4,7,12,50.4,"ANDAMAN ISLANDS, INDIA REGION",13.1567,92.5196,30860,5.3,mb
476,2018,7,3,23,55,23.5,"ANDAMAN ISLANDS, INDIA REGION",13.276,93.5947,74650,4.4,mb
477,2018,7,1,15,10,37.4,MYANMAR,20.2592,97.9109,10000,4.6,mb
478,2018,6,28,19,3,21.9,"ANDAMAN ISLANDS, INDIA REGION",14.0705,92.8391,27050,4.4,mb
479,2018,6,27,22,46,5.9,MYANMAR,18.9526,94.7924,10000,4.4,mb
480,2018,6,27,13,2,31.4,MYANMAR,19.8314,96.1403,10000,4.7,mb
481,2018,6,26,0,2,16.5,MYANMAR,22.2092,95.0342,21810,4.6,mb
482,2018,6,24,11,7,47.1,MYANMAR-INDIA BORDER REGION,23.7162,94.856,121130,4.3,mb
483,2018,6,21,3,31,23.8,MYANMAR-INDIA BORDER REGION,24.0148,93.8243,55780,4.4,mb
484,2018,6,20,19,4,15.8,"ANDAMAN ISLANDS, INDIA REGION",10.1921,93.0909,70720,4.5,mb
485,2018,6,20,7,44,26.8,MYANMAR-INDIA BORDER REGION,24.6425,94.3303,65090,4.5,mb
486,2018,6,19,11,6,26.3,MYANMAR,21.9448,94.1572,84270,4.3,mb
487,2018,6,18,13,56,48.2,NEAR SOUTH COAST OF MYANMAR,16.4057,96.334,67790,4.3,mb
488,2018,6,17,13,42,37.9,MYANMAR,18.3769,96.1758,24310,4.6,mb
489,2018,6,17,13,21,30.2,MYANMAR,18.2858,96.079,10000,5,Mww
490,2018,6,12,13,8,45.4,MYANMAR,26.3289,96.4714,116860,4.2,mb
491,2018,6,11,4,53,45.6,NORTHEASTERN INDIA,26.3848,92.6624,10000,4.9,mb
492,2018,6,10,22,38,27.4,"ANDAMAN ISLANDS, INDIA REGION",13.5505,92.9769,22790,4.5,mb
493,2018,6,5,23,12,32.3,MYANMAR-INDIA BORDER REGION,23.8585,94.4873,82010,4.7,mb
494,2018,6,5,16,33,54.7,MYANMAR,24.5969,95.1002,110910,4.8,mb
495,2018,6,2,5,46,7.9,MYANMAR-INDIA BORDER REGION,27.1804,97.0125,46040,4.9,Mww
496,2018,5,26,23,42,23.7,MYANMAR,22.9983,94.5796,96350,4.5,mb
497,2018,5,25,20,25,46.3,NORTHEASTERN INDIA,26.3926,93.5059,49170,4,mb
498,2018,5,25,17,41,54.1,"ANDAMAN ISLANDS, INDIA REGION",10.8902,93.6517,140200,4.7,mb
499,2018,5,22,16,58,31.2,MYANMAR-CHINA BORDER REGION,22.2389,100.9995,10000,3.4,ML
500,2018,5,21,13,20,31.6,MYANMAR-CHINA BORDER REGION,21.8982,100.8033,10000,3.9,mb
501,2018,5,19,23,12,37.8,MYANMAR-CHINA BORDER REGION,21.7974,100.8135,10000,4.2,mb
502,2018,5,6,13,37,26.5,MYANMAR,24.6396,96.0213,40780,4.6,mb
503,2018,4,29,17,58,57.3,MYANMAR,21.1341,94.4582,90500,4.5,mb
504,2018,4,27,3,18,43.7,MYANMAR,21.8382,94.8345,124830,4.3,mb
505,2018,4,24,12,23,34.1,MYANMAR,18.3457,96.1139,10000,5.1,mb
506,2018,4,24,4,8,35.7,MYANMAR,22.9411,94.617,107910,5.2,Mww
507,2018,4,24,1,15,43.6,"ANDAMAN ISLANDS, INDIA REGION",11.0716,93.5682,97560,4.4,mb
508,2018,4,23,18,1,26.5,"ANDAMAN ISLANDS, INDIA REGION",13.1779,92.3513,26740,4.9,mb
509,2018,4,22,18,31,43.6,MYANMAR,18.2489,96.0331,10000,4.9,mb
510,2018,4,21,22,41,11.4,MYANMAR,18.3529,96.0939,10000,4.7,mb
511,2018,4,20,22,29,24.5,MYANMAR,18.3221,96.1596,17070,5,Mww
512,2018,4,20,8,28,1.5,MYANMAR-INDIA BORDER REGION,25.2066,95.4783,147110,4.3,mb
513,2018,4,20,4,16,5.6,MYANMAR,18.3761,96.1729,35360,4.9,mb
514,2018,4,18,7,55,36.3,NEAR SOUTH COAST OF MYANMAR,16.7503,95.8211,10000,4.2,mb
515,2018,4,16,13,32,33.7,NEAR SOUTH COAST OF MYANMAR,16.1491,95.6887,10000,3.4,ML
516,2018,4,15,14,27,50.2,NEAR SOUTH COAST OF MYANMAR,16.1711,95.7135,10000,3.4,ML
517,2018,4,14,22,27,32.5,NEAR SOUTH COAST OF MYANMAR,16.1878,95.7911,10000,4.1,mb
518,2018,4,9,23,11,38.1,"ANDAMAN ISLANDS, INDIA REGION",13.8976,92.8286,28810,4,mb
519,2018,4,8,17,40,9.3,MYANMAR,22.6019,96.0753,10000,4.5,mb
520,2018,4,4,15,21,23.5,MYANMAR,24.8388,95.3185,126840,4.6,mb
521,2018,4,3,16,59,30,EASTERN XIZANG-INDIA BORDER REG.,29.8972,95.0012,25590,4.1,mb
522,2018,4,2,11,42,10.9,MYANMAR,26.4448,96.9676,10000,4.9,mb
523,2018,3,30,22,33,27.4,INDIA-BANGLADESH BORDER REGION,22.1644,92.8036,32090,4.1,mb
524,2018,3,24,18,41,29.1,MYANMAR,21.7769,94.8224,117980,4.2,mb
525,2018,3,17,19,59,3.9,MYANMAR,18.3849,96.151,19050,5.1,mb
526,2018,3,16,19,58,33.8,"ANDAMAN ISLANDS, INDIA REGION",12.5671,93.7551,109070,4.3,mb
527,2018,3,15,17,7,5.6,"ANDAMAN ISLANDS, INDIA REGION",11.9132,92.2633,42360,4.3,mb
